Item CD,Item name,Cost item type, Std. cost per unit ,Base qty.,Unit
MN14811111,EC POLY-SYN 200 T5 245 (Slab),Raw Material, 795.72 ,1,Pieces
MN14821111,EC POLY-SYN 200 T5 250 (Slab),Raw Material, 803.47 ,1,Pieces
MN14831111,EC POLY-SYN 200 T5 255 (Slab),Raw Material, 810.87 ,1,Pieces
MN14841111,EC POLY-SYN 200 T5 260 (Slab),Raw Material, 818.27 ,1,Pieces
MN14851111,EC POLY-SYN 200 T5 270 (Slab),Raw Material, 829.90 ,1,Pieces
MN14861111,EC POLY-SYN 200 T5 275 (Slab),Raw Material, 835.54 ,1,Pieces
MN14871111,EC POLY-SYN 200 T5 280 (Slab),Raw Material, 841.88 ,1,Pieces
MN14881111,EC POLY-SYN 200 T5 295 (Slab),Raw Material, 859.15 ,1,Pieces
MN14891111,EC POLY-SYN 200 T5 300 (Slab),Raw Material, 864.79 ,1,Pieces
MN148A1111,EC POLY-SYN 200 T5 305 (Slab),Raw Material, 870.43 ,1,Pieces
MN148B1111,EC POLY-SYN 200 T5 325 (Slab),Raw Material, 893.33 ,1,Pieces
MN148C1111,EC POLY-SYN 200 T5 330 (Slab),Raw Material, 899.32 ,1,Pieces
MN148D1111,EC POLY-SYN 200 T5 340 (Slab),Raw Material, 910.95 ,1,Pieces
MN148E1111,EC POLY-SYN 200 T5 350 (Slab),Raw Material, 922.58 ,1,Pieces
MN148F1111,EC POLY-SYN 200 T5 355 (Slab),Raw Material, 928.22 ,1,Pieces
MN148G1111,EC POLY-SYN 200 T5 365 (Slab),Raw Material, 939.85 ,1,Pieces
MN148H1111,EC POLY-SYN 200 T5 375 (Slab),Raw Material, 951.48 ,1,Pieces
MN148J1111,EC POLY-SYN 200 T5 390 (Slab),Raw Material, 968.40 ,1,Pieces
MN148K1111,EC POLY-SYN 200 T5 400 (Slab),Raw Material, 980.02 ,1,Pieces
MN148L1111,EC POLY-SYN 200 T5 410 (Slab),Raw Material, 991.30 ,1,Pieces
MN148M1111,EC POLY-SYN 200 T5 420 (Slab),Raw Material," 1,003.64 ",1,Pieces
MN148N1111,EC POLY-SYN 200 T5 425 (Slab),Raw Material," 1,010.68 ",1,Pieces
MN148P1111,EC POLY-SYN 200 T5 450 (Slab),Raw Material," 1,044.51 ",1,Pieces
MN148Q1111,EC POLY-SYN 200 T5 455 (Slab),Raw Material," 1,051.56 ",1,Pieces
MN148R1111,EC POLY-SYN 200 T5 465 (Slab),Raw Material, 981.43 ,1,Pieces
MN148S1111,EC POLY-SYN 200 T5 475 (Slab),Raw Material," 1,078.70 ",1,Pieces
MN148T1111,EC POLY-SYN 200 T5 480 (Slab),Raw Material," 1,085.39 ",1,Pieces
MN148U1111,EC POLY-SYN 200 T5 500 (Slab),Raw Material," 1,112.53 ",1,Pieces
MN148V1111,EC POLY-SYN 200 T5 510 (Slab),Raw Material," 1,125.92 ",1,Pieces
MN148W1111,EC POLY-SYN 200 T5 525 (Slab),Raw Material," 1,146.00 ",1,Pieces
MN148X1111,EC POLY-SYN 200 T5 545 (Slab),Raw Material," 1,173.84 ",1,Pieces
MN148Y1111,EC POLY-SYN 200 T5 550 (Slab),Raw Material," 1,180.54 ",1,Pieces
MN148Z1111,EC POLY-SYN 200 T5 560 (Slab),Raw Material," 1,193.93 ",1,Pieces
MN14911111,EC POLY-SYN 200 T5 575 (Slab),Raw Material," 1,214.37 ",1,Pieces
MN14921111,EC POLY-SYN 200 T5 600 (Slab),Raw Material," 1,248.55 ",1,Pieces
MN14931111,EC POLY-SYN 200 T5 610 (Slab),Raw Material," 1,262.30 ",1,Pieces
MN14941111,EC POLY-SYN 200 T5 620 (Slab),Raw Material," 1,275.34 ",1,Pieces
MN14951111,EC POLY-SYN 200 T5 630 (Slab),Raw Material," 1,289.08 ",1,Pieces
MN14961111,EC POLY-SYN 200 T5 650 (Slab),Raw Material," 1,352.51 ",1,Pieces
MN14971111,EC POLY-SYN 200 T5 660 (Slab),Raw Material," 1,402.90 ",1,Pieces
MN14981111,EC POLY-SYN 200 T5 675 (Slab),Raw Material," 1,362.03 ",1,Pieces
MN14991111,EC POLY-SYN 200 T5 690 (Slab),Raw Material," 1,553.03 ",1,Pieces
MN149A1111,EC POLY-SYN 200 T5 695 (Slab),Raw Material," 1,454.35 ",1,Pieces
MN149B1111,EC POLY-SYN 200 T5 700 (Slab),Raw Material," 1,611.88 ",1,Pieces
MN149C1111,EC POLY-SYN 200 T5 720 (Slab),Raw Material," 1,746.49 ",1,Pieces
MN149D1111,EC POLY-SYN 200 T5 750 (Slab),Raw Material," 1,948.77 ",1,Pieces
MN149E1111,EC POLY-SYN 200 T5 780 (Slab),Raw Material," 2,150.70 ",1,Pieces
MN149F1111,EC POLY-SYN 200 T5 800 (Slab),Raw Material," 2,106.29 ",1,Pieces
MN149G1111,EC POLY-SYN 200 T5 815 (Slab),Raw Material," 2,287.08 ",1,Pieces
MN149H1111,EC POLY-SYN 200 T5 840 (Slab),Raw Material," 2,290.60 ",1,Pieces
MN149J1111,EC POLY-SYN 200 T5 850 (Slab),Raw Material," 2,292.01 ",1,Pieces
MN149K1111,EC POLY-SYN 200 T5 900 (Slab),Raw Material," 2,299.06 ",1,Pieces
MN149L1111,EC POLY-SYN 200 T5 940 (Slab),Raw Material," 2,123.91 ",1,Pieces
MN149M1111,EC POLY-SYN 200 T5 990 (Slab),Raw Material," 2,311.04 ",1,Pieces
MN15461111,EC SYN 185H1500G (Slab),Raw Material, 937.03 ,1,Pieces
MN15471111,EC SYN 245H1500G (Slab),Raw Material," 1,108.30 ",1,Pieces
MN15481111,EC SYN 340H1500G (Slab),Raw Material," 1,352.16 ",1,Pieces
MN15491111,EC SYN 350H1500G (Slab),Raw Material," 1,389.16 ",1,Pieces
MN154A1111,EC SYN 370H1500G (Slab),Raw Material," 1,458.94 ",1,Pieces
MN154B1111,EC SYN 375H1500G (Slab),Raw Material," 1,467.04 ",1,Pieces
MN154C1111,EC SYN 410H1500G (Slab),Raw Material," 1,565.01 ",1,Pieces
MN154D1111,EC SYN 490H1500G (Slab),Raw Material," 1,817.68 ",1,Pieces
MN154E1111,EC SYN 530H1500G (Slab),Raw Material," 1,872.30 ",1,Pieces
MN154F1111,EC SYN 565H1500G (Slab),Raw Material," 2,007.62 ",1,Pieces
MN154G1111,EC SYN 570H1500G (Slab),Raw Material," 2,012.91 ",1,Pieces
MN154H1111,EC SYN 605H1500G (Slab),Raw Material," 2,158.10 ",1,Pieces
MN154J1111,EC SYN 640H1500G (Slab),Raw Material," 2,248.31 ",1,Pieces
MN154K1111,EC SYN 650H1500G (Slab),Raw Material," 2,280.03 ",1,Pieces
MN154L1111,EC SYN 680H1500G (Slab),Raw Material," 2,395.26 ",1,Pieces
MN154M1111,EC SYN 730H1500G (Slab),Raw Material," 2,539.04 ",1,Pieces
MN154N1111,EC SYN 810H1500G (Slab),Raw Material," 2,570.41 ",1,Pieces
MN154P1111,EC SYN 840H1500G (Slab),Raw Material," 2,672.60 ",1,Pieces
MN154Q1111,EC SYN 860H1500G (Slab),Raw Material," 3,023.94 ",1,Pieces
MN154R1111,EC SYN 880H1500G (Slab),Raw Material," 3,086.67 ",1,Pieces
MN154S1111,EC SYN 985H1500G (Slab),Raw Material," 3,365.42 ",1,Pieces
MN154T1111,EC SYN 1020H1500G (Slab),Raw Material," 3,458.10 ",1,Pieces
MN154U1111,EC SYN 1130H1500G (Slab),Raw Material," 3,759.05 ",1,Pieces
MN154V1111,EC SYN 1325H1500G (Slab),Raw Material," 4,360.60 ",1,Pieces
MN154W1111,EC SYN 109L1500G (Slab),Raw Material, 734.05 ,1,Pieces
MN154X1111,EC SYN 135L1500G (Slab),Raw Material, 811.93 ,1,Pieces
MN154Y1111,EC SYN 169L1500G (Slab),Raw Material, 881.00 ,1,Pieces
MN154Z1111,EC SYN 172L1500G (Slab),Raw Material, 885.58 ,1,Pieces
MN15511111,EC SYN 218L1500G (Slab),Raw Material," 1,068.12 ",1,Pieces
MN15521111,EC SYN 225L1500G (Slab),Raw Material," 1,082.93 ",1,Pieces
MN15531111,EC SYN 285L1500G (Slab),Raw Material," 1,227.41 ",1,Pieces
MN15541111,EC SYN 390L1500G (Slab),Raw Material," 1,548.45 ",1,Pieces
MN15551111,EC SYN 420L1500G (Slab),Raw Material," 1,635.14 ",1,Pieces
MN15561111,EC SYN 548L1500G (Slab),Raw Material," 1,995.99 ",1,Pieces
MN15571111,EC SYN 640L1500G (Slab),Raw Material," 2,305.05 ",1,Pieces
MN15581111,EC SYN 697L1500G (Slab),Raw Material," 2,422.05 ",1,Pieces
MN15591111,EC SYN 855L1000G (Slab),Raw Material," 2,678.24 ",1,Pieces
MN155A1111,EC SYN 50MXL191G (Slab),Raw Material, 218.49 ,1,Pieces
MN155B1111,EC SYN 61MXL191G (Slab),Raw Material, 223.42 ,1,Pieces
MN155C1111,EC SYN 63MXL191G (Slab),Raw Material, 224.13 ,1,Pieces
MN155D1111,EC SYN 65MXL191G (Slab),Raw Material, 224.83 ,1,Pieces
MN155E1111,EC SYN 68MXL191G (Slab),Raw Material, 226.24 ,1,Pieces
MN155F1111,EC SYN 71MXL191G (Slab),Raw Material, 227.30 ,1,Pieces
MN155G1111,EC SYN 72MXL191G (Slab),Raw Material, 227.65 ,1,Pieces
MN155H1111,EC SYN 75MXL191G (Slab),Raw Material, 228.71 ,1,Pieces
MN155J1111,EC SYN 77MXL191G (Slab),Raw Material, 229.76 ,1,Pieces
MN155K1111,EC SYN 79MXL191G (Slab),Raw Material, 230.47 ,1,Pieces
MN155L1111,EC SYN 82MXL191G (Slab),Raw Material, 231.88 ,1,Pieces
MN155M1111,EC SYN 83MXL191G (Slab),Raw Material, 232.58 ,1,Pieces
MN155N1111,EC SYN 85MXL191G (Slab),Raw Material, 233.29 ,1,Pieces
MN155P1111,EC SYN 90MXL191G (Slab),Raw Material, 234.70 ,1,Pieces
MN155Q1111,EC SYN 94MXL191G (Slab),Raw Material, 236.46 ,1,Pieces
MN155R1111,EC SYN 95MXL191G (Slab),Raw Material, 236.81 ,1,Pieces
MN155S1111,EC SYN 100MXL191G (Slab),Raw Material, 278.04 ,1,Pieces
MN155T1111,EC SYN 101MXL191G (Slab),Raw Material, 278.40 ,1,Pieces
MN155U1111,EC SYN 102MXL191G (Slab),Raw Material, 278.75 ,1,Pieces
MN155V1111,EC SYN 103MXL191G (Slab),Raw Material, 279.10 ,1,Pieces
MN155W1111,EC SYN 106MXL191G (Slab),Raw Material, 280.86 ,1,Pieces
MN155X1111,EC SYN 109MXL191G (Slab),Raw Material, 281.92 ,1,Pieces
MN155Y1111,EC SYN 118MXL191G (Slab),Raw Material, 286.15 ,1,Pieces
MN155Z1111,EC SYN 125MXL191G (Slab),Raw Material, 288.97 ,1,Pieces
MN15611111,EC SYN 128MXL191G (Slab),Raw Material, 290.38 ,1,Pieces
MN15621111,EC SYN 130MXL191G (Slab),Raw Material, 291.08 ,1,Pieces
MN15631111,EC SYN 140MXL191G (Slab),Raw Material, 295.66 ,1,Pieces
MN15641111,EC SYN 144MXL191G (Slab),Raw Material, 297.43 ,1,Pieces
MN15651111,EC SYN 155MXL191G (Slab),Raw Material, 345.70 ,1,Pieces
MN15661111,EC SYN 160MXL191G (Slab),Raw Material, 347.11 ,1,Pieces
MN15671111,EC SYN 165MXL191G (Slab),Raw Material, 348.88 ,1,Pieces
MN15681111,EC SYN 170MXL191G (Slab),Raw Material, 350.64 ,1,Pieces
MN15691111,EC SYN 180MXL191G (Slab),Raw Material, 355.57 ,1,Pieces
MN156A1111,EC SYN 190MXL191G (Slab),Raw Material, 358.39 ,1,Pieces
MN156B1111,EC SYN 200MXL191G (Slab),Raw Material, 361.91 ,1,Pieces
MN156C1111,EC SYN 210MXL191G (Slab),Raw Material, 366.14 ,1,Pieces
MN156D1111,EC SYN 228MXL191G (Slab),Raw Material, 372.84 ,1,Pieces
MN156E1111,EC SYN 230MXL191G (Slab),Raw Material, 373.54 ,1,Pieces
MN156F1111,EC SYN 240MXL191G (Slab),Raw Material, 376.72 ,1,Pieces
MN156G1111,EC SYN 280MXL191G (Slab),Raw Material, 390.46 ,1,Pieces
MN156H1111,EC SYN 300MXL191G (Slab),Raw Material, 388.70 ,1,Pieces
MN156J1111,EC SYN 310MXL191G (Slab),Raw Material, 392.22 ,1,Pieces
MN156K1111,EC SYN 380MXL191G (Slab),Raw Material, 417.95 ,1,Pieces
MN156L1111,EC SYN 464MXL191G (Slab),Raw Material, 445.43 ,1,Pieces
MN156M1111,EC SYN 507XH1000G (Slab),Raw Material," 2,713.83 ",1,Pieces
MN156N1111,EC SYN 560XH1000G (Slab),Raw Material," 2,908.36 ",1,Pieces
MN156P1111,EC SYN 1120XH1000G (Slab),Raw Material," 4,831.76 ",1,Pieces
MN156Q1111,EC SYN 1400XH1000G (Slab),Raw Material," 5,862.53 ",1,Pieces
MN156R1111,EC SYN 1540XH1000G (Slab),Raw Material," 6,178.98 ",1,Pieces
MN156S1111,EC SYN 1750XH1000G (Slab),Raw Material," 7,044.83 ",1,Pieces
MN156T1111,EC SYN 50XL1500G (Slab),Raw Material, 347.47 ,1,Pieces
MN156U1111,EC SYN 76XL1500G (Slab),Raw Material, 447.20 ,1,Pieces
MN156V1111,EC SYN 84XL1500G (Slab),Raw Material, 452.13 ,1,Pieces
MN156W1111,EC SYN 88XL1500G (Slab),Raw Material, 457.77 ,1,Pieces
MN156X1111,EC SYN 90XL1500G (Slab),Raw Material, 459.88 ,1,Pieces
MN156Y1111,EC SYN 94XL1500G (Slab),Raw Material, 472.92 ,1,Pieces
MN156Z1111,EC SYN 102XL1500G (Slab),Raw Material, 478.56 ,1,Pieces
MN15711111,EC SYN 104XL1500G (Slab),Raw Material, 481.03 ,1,Pieces
MN15721111,EC SYN 106XL1500G (Slab),Raw Material, 483.85 ,1,Pieces
MN15731111,EC SYN 114XL1500G (Slab),Raw Material, 498.29 ,1,Pieces
MN15741111,EC SYN 118XL1500G (Slab),Raw Material, 503.58 ,1,Pieces
MN15751111,EC SYN 120XL1500G (Slab),Raw Material, 508.51 ,1,Pieces
MN15761111,EC SYN 126XL1500G (Slab),Raw Material, 519.44 ,1,Pieces
MN15771111,EC SYN 128XL1500G (Slab),Raw Material, 525.78 ,1,Pieces
MN15781111,EC SYN 130XL1500G (Slab),Raw Material, 528.25 ,1,Pieces
MN15791111,EC SYN 138XL1500G (Slab),Raw Material, 540.58 ,1,Pieces
MN157A1111,EC SYN 142XL1500G (Slab),Raw Material, 543.05 ,1,Pieces
MN157B1111,EC SYN 144XL1500G (Slab),Raw Material, 544.46 ,1,Pieces
MN157C1111,EC SYN 152XL1500G (Slab),Raw Material, 553.27 ,1,Pieces
MN157D1111,EC SYN 156XL1500G (Slab),Raw Material, 557.14 ,1,Pieces
MN157E1111,EC SYN 162XL1500G (Slab),Raw Material, 580.40 ,1,Pieces
MN157F1111,EC SYN 164XL1500G (Slab),Raw Material, 582.16 ,1,Pieces
MN157G1111,EC SYN 168XL1500G (Slab),Raw Material, 586.39 ,1,Pieces
MN157H1111,EC SYN 172XL1500G (Slab),Raw Material, 593.09 ,1,Pieces
MN157J1111,EC SYN 174XL1500G (Slab),Raw Material, 594.85 ,1,Pieces
MN157K1111,EC SYN 176XL1500G (Slab),Raw Material, 596.61 ,1,Pieces
MN157L1111,EC SYN 178XL1500G (Slab),Raw Material, 596.97 ,1,Pieces
MN157M1111,EC SYN 182XL1500G (Slab),Raw Material, 609.30 ,1,Pieces
MN157N1111,EC SYN 194XL1500G (Slab),Raw Material, 648.42 ,1,Pieces
MN157P1111,EC SYN 196XL1500G (Slab),Raw Material, 673.08 ,1,Pieces
MN157Q1111,EC SYN 200XL1500G (Slab),Raw Material, 633.62 ,1,Pieces
MN157R1111,EC SYN 202XL1500G (Slab),Raw Material, 638.20 ,1,Pieces
MN157S1111,EC SYN 208XL1500G (Slab),Raw Material, 644.54 ,1,Pieces
MN157T1111,EC SYN 212XL1500G (Slab),Raw Material, 653.35 ,1,Pieces
MN157U1111,EC SYN 224XL1500G (Slab),Raw Material, 672.73 ,1,Pieces
MN157V1111,EC SYN 228XL1500G (Slab),Raw Material, 676.26 ,1,Pieces
MN157W1111,EC SYN 244XL1500G (Slab),Raw Material, 700.57 ,1,Pieces
MN157X1111,EC SYN 260XL1500G (Slab),Raw Material, 728.41 ,1,Pieces
MN157Y1111,EC SYN 270XL1500G (Slab),Raw Material, 751.67 ,1,Pieces
MN157Z1111,EC SYN 280XL1500G (Slab),Raw Material, 777.04 ,1,Pieces
MN15811111,EC SYN 282XL1500G (Slab),Raw Material, 782.33 ,1,Pieces
MN15821111,EC SYN 290XL1500G (Slab),Raw Material, 802.41 ,1,Pieces
MN15831111,EC SYN 310XL1500G (Slab),Raw Material, 828.84 ,1,Pieces
MN15841111,EC SYN 314XL1500G (Slab),Raw Material, 830.61 ,1,Pieces
MN15851111,EC SYN 320XL1500G (Slab),Raw Material, 832.72 ,1,Pieces
MN15861111,EC SYN 340XL1500G (Slab),Raw Material, 873.60 ,1,Pieces
MN15871111,EC SYN 344XL1500G (Slab),Raw Material, 896.86 ,1,Pieces
MN15881111,EC SYN 356XL1500G (Slab),Raw Material, 906.73 ,1,Pieces
MN15891111,EC SYN 360XL1500G (Slab),Raw Material, 926.46 ,1,Pieces
MN158A1111,EC SYN 364XL1500G (Slab),Raw Material, 946.55 ,1,Pieces
MN158B1111,EC SYN 384XL1500G (Slab),Raw Material, 977.91 ,1,Pieces
MN158C1111,EC SYN 408XL1500G (Slab),Raw Material," 1,066.71 ",1,Pieces
MN158D1111,EC SYN 608XL1500G (Slab),Raw Material," 1,567.48 ",1,Pieces
MN158E1111,EC SYN 630XL1500G (Slab),Raw Material," 1,622.80 ",1,Pieces
MN158F1111,EC SYN 860XL1000G (Slab),Raw Material," 1,512.50 ",1,Pieces
MN158G1111,EC SYN 1000XXH1000G (Slab),Raw Material," 5,773.72 ",1,Pieces
MN158H1111,EC SYN 1200XXH1000G (Slab),Raw Material," 6,927.83 ",1,Pieces
MN158J1111,EC SYN 1400XXH1000G (Slab),Raw Material," 8,083.00 ",1,Pieces
MN158K1111,EC SYN 320DH500G (Slab),Raw Material, 786.91 ,1,Pieces
MN158L1111,EC SYN 390DH500G (Slab),Raw Material, 914.48 ,1,Pieces
MN158M1111,EC SYN 400DH500G (Slab),Raw Material, 942.67 ,1,Pieces
MN158N1111,EC SYN 430DH500G (Slab),Raw Material, 988.13 ,1,Pieces
MN158P1111,EC SYN 450DH500G (Slab),Raw Material," 1,022.31 ",1,Pieces
MN158Q1111,EC SYN 480DH500G (Slab),Raw Material," 1,076.58 ",1,Pieces
MN158R1111,EC SYN 490DH500G (Slab),Raw Material," 1,101.60 ",1,Pieces
MN158S1111,EC SYN 570DH500G (Slab),Raw Material," 1,220.36 ",1,Pieces
MN158T1111,EC SYN 600DH500G (Slab),Raw Material," 1,301.06 ",1,Pieces
MN158U1111,EC SYN 650DH500G (Slab),Raw Material," 1,382.11 ",1,Pieces
MN158V1111,EC SYN 770DH500G (Slab),Raw Material," 1,597.78 ",1,Pieces
MN158W1111,EC SYN 820DH500G (Slab),Raw Material," 1,748.96 ",1,Pieces
MN158X1111,EC SYN 840DH500G (Slab),Raw Material," 1,781.03 ",1,Pieces
MN158Y1111,EC SYN 1000DH500G (Slab),Raw Material," 2,083.74 ",1,Pieces
MN158Z1111,EC SYN 1050DH500G (Slab),Raw Material," 2,178.54 ",1,Pieces
MN15911111,EC SYN 1140DH500G (Slab),Raw Material," 2,283.90 ",1,Pieces
MN15921111,EC SYN 172DL500G (Slab),Raw Material, 561.37 ,1,Pieces
MN15931111,EC SYN 187DL500G (Slab),Raw Material, 608.59 ,1,Pieces
MN15941111,EC SYN 210DL500G (Slab),Raw Material, 668.15 ,1,Pieces
MN15951111,EC SYN 270DL500G (Slab),Raw Material, 759.42 ,1,Pieces
MN15961111,EC SYN 285DL500G (Slab),Raw Material, 778.10 ,1,Pieces
MN15971111,EC SYN 300DL500G (Slab),Raw Material, 813.34 ,1,Pieces
MN15981111,EC SYN 322DL500G (Slab),Raw Material, 852.46 ,1,Pieces
MN15991111,EC SYN 465DL500G (Slab),Raw Material," 1,112.53 ",1,Pieces
MN159A1111,EC SYN 510DL500G (Slab),Raw Material," 1,187.59 ",1,Pieces
MN159B1111,EC SYN 581DL500G (Slab),Raw Material," 1,327.84 ",1,Pieces
MN159C1111,EC SYN 660DL500G (Slab),Raw Material," 1,501.22 ",1,Pieces
MN159D1111,EC SYN 788DL500G (Slab),Raw Material," 1,718.65 ",1,Pieces
MN159E1111,EC SYN 180DXL500G (Slab),Raw Material, 427.46 ,1,Pieces
MN159F1111,EC SYN 200DXL500G (Slab),Raw Material, 453.89 ,1,Pieces
MN159G1111,EC SYN 230DXL500G (Slab),Raw Material, 486.31 ,1,Pieces
MN159H1111,EC SYN 250DXL500G (Slab),Raw Material, 496.53 ,1,Pieces
MN159J1111,EC SYN 320DXL500G (Slab),Raw Material, 581.11 ,1,Pieces
MN159K1111,EC SYN 330DXL500G (Slab),Raw Material, 591.68 ,1,Pieces
MN159L1111,EC SYN 384DXL500G (Slab),Raw Material, 682.25 ,1,Pieces
MN159M1111,EC SYN 490DXL500G (Slab),Raw Material, 878.89 ,1,Pieces
MN159N1111,EC SYN 1350H1500G (Slab),Raw Material," 4,383.50 ",1,Pieces
MN16011111,SL-F3611,Raw Material," 2,930.29 ",1,Square meter
MN1J011111,BANCOLLAN-595 1.0txW400mm.,Raw Material," 1,324.32 ",1,Meter
MN1J021111,BANCOLLAN-595 1.5txW400mm.,Raw Material," 1,977.32 ",1,Meter
MN1J031111,BANCOLLAN SHEET#595 ORENGE 1.0Tx400x10m,Raw Material," 10,074.41 ",1,Role
MN1J041111,BANCOLLAN SHEET#595 ORENGE 1.5Tx400x10m,Raw Material," 15,023.16 ",1,Role
