Alloc. A/C CD,Alloc. A/C name,Dept./Process CD,Dept./Process name,Alloc. rate,Alloc. basis
8890001OT,[M]Miscellaneous expense,CPAT01,AT-1,0.04218229,Time alloc.
8890001OT,[M]Miscellaneous expense,CPAT02,AT-2,0.01930965,Time alloc.
8890001OT,[M]Miscellaneous expense,CPAT03,AT-3,0.01436329,Time alloc.
8890001OT,[M]Miscellaneous expense,CPATIJ,AT Injection,0.00454409,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBB01,BANBURY1,0.03227128,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBB02,BANBURY2,0.02357795,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBI01,Wiper Inspection,0.00495287,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBI02,Wiper Side Cut,0.00624903,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBI03,Wiper Center Cut,0.03101423,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBR01,Wiper Press,0.00067554,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBR02,Wiper Chlorine,0.00147793,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBRC1,Wiper CL1,0.02134085,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBRCR,Wiper ChlorineMixing,0.00025663,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBRCT,Wiper Rubber Cutting,0.00326111,Time alloc.
8890001OT,[M]Miscellaneous expense,CPBRK1,Wiper KN1,0.05269876,Time alloc.
8890001OT,[M]Miscellaneous expense,CPCL01,CALENDER1,0.04878186,Time alloc.
8890001OT,[M]Miscellaneous expense,CPCL02,CALENDER2,0.02712066,Time alloc.
8890001OT,[M]Miscellaneous expense,CPCL03,CALENDER3,0.04490507,Time alloc.
8890001OT,[M]Miscellaneous expense,CPGD01,GD1,0.00044225,Time alloc.
8890001OT,[M]Miscellaneous expense,CPKN01,KNEADER1,0.01612362,Time alloc.
8890001OT,[M]Miscellaneous expense,CPKN03,KNEADER3,0.01564945,Time alloc.
8890001OT,[M]Miscellaneous expense,CPKN04,KNEADER4,0.0433281,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMT45,45 degrees,0.01580202,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMT70,45 and 70 degrees,0.0045627,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMTBJ,BUTT JOINT,0.01124591,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMTBS,BIAS,0.01565775,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMTDY,DYEING,0.00082847,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMTLR,Liner rewinding,0.00775674,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMTST,Slitter,0.00054343,Time alloc.
8890001OT,[M]Miscellaneous expense,CPMTSW,SEWING,0.00333939,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRA01,RA1,0.01547377,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRA02,RA2,0.02875302,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRA03,RA3,0.03752436,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRA04,RA4,0.02633294,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRE01,RE1,0.02361474,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRE02,RE2,0.0487403,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRE03,RE3,0.02933752,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRE04,RE4,0.02821457,Time alloc.
8890001OT,[M]Miscellaneous expense,CPRE05,RE5,0.02935662,Time alloc.
8890001OT,[M]Miscellaneous expense,CPSL01,Sunline1,0.04210079,Time alloc.
8890001OT,[M]Miscellaneous expense,CPSY01,Synchro 1,0.03990236,Time alloc.
8890001OT,[M]Miscellaneous expense,CPSY02,Synchro 2,0.05355446,Time alloc.
8890001OT,[M]Miscellaneous expense,CPSY03,Synchro 3,0.36616807,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP01,WP1,0.01694824,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP02,WP2,0.01950232,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP03,WP3,0.02885323,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP04,WP4,0.03240561,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP06,WP6,0.03799118,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP07,WP7,0.03946857,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP08,WP8,0.02262144,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP09,WP9,0.01101759,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWP10,WP10,0.01580645,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWPAB,AIR BAG,0.05014786,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWPDL,D LINE,0.05245741,Time alloc.
8890001OT,[M]Miscellaneous expense,CPWPLL,LONG LINE,0.01738158,Time alloc.
8890001WS,[M]Miscellaneous expense,CPAT01,AT-1,0.00838124,Time alloc.
8890001WS,[M]Miscellaneous expense,CPAT02,AT-2,0.00913373,Time alloc.
8890001WS,[M]Miscellaneous expense,CPAT03,AT-3,0.00423155,Time alloc.
8890001WS,[M]Miscellaneous expense,CPBB01,BANBURY1,0.0598304,Time alloc.
8890001WS,[M]Miscellaneous expense,CPBB02,BANBURY2,0.03732851,Time alloc.
8890001WS,[M]Miscellaneous expense,CPCL01,CALENDER1,0.08130174,Time alloc.
8890001WS,[M]Miscellaneous expense,CPCL02,CALENDER2,0.04304938,Time alloc.
8890001WS,[M]Miscellaneous expense,CPCL03,CALENDER3,0.06964411,Time alloc.
8890001WS,[M]Miscellaneous expense,CPKN01,KNEADER1,0.02595559,Time alloc.
8890001WS,[M]Miscellaneous expense,CPKN03,KNEADER3,0.01950127,Time alloc.
8890001WS,[M]Miscellaneous expense,CPKN04,KNEADER4,0.09328553,Time alloc.
8890001WS,[M]Miscellaneous expense,CPMT45,45 degrees,0.02687824,Time alloc.
8890001WS,[M]Miscellaneous expense,CPMT70,45 and 70 degrees,0.00790982,Time alloc.
