Alloc. A/C CD,Alloc. A/C name,Dept./Process CD,Dept./Process name,Alloc. rate,Alloc. basis
8240001,[M]Welfare expenses,CPSY02,Synchro 2,0.13991441,Time alloc.
8240001,[M]Welfare expenses,CPSY03,Synchro 3,0.20531736,Time alloc.
8240001,[M]Welfare expenses,CPSY04,Synchro 4,0.0279283,Time alloc.
8240001,[M]Welfare expenses,CPWP01,WP1,0.09804194,Time alloc.
8240001,[M]Welfare expenses,CPWP02,WP2,0.14381659,Time alloc.
8240001,[M]Welfare expenses,CPWP03,WP3,0.10701555,Time alloc.
8240001,[M]Welfare expenses,CPWP04,WP4,0.15718145,Time alloc.
8240001,[M]Welfare expenses,CPWP06,WP6,0.21587803,Time alloc.
8240001,[M]Welfare expenses,CPWP07,WP7,0.20814986,Time alloc.
8240001,[M]Welfare expenses,CPWP08,WP8,0.10299619,Time alloc.
8240001,[M]Welfare expenses,CPWP09,WP9,0.13957212,Time alloc.
8240001,[M]Welfare expenses,CPWP10,WP10,0.06865374,Time alloc.
8240001,[M]Welfare expenses,CPWPAB,AIR BAG,0.0568081,Time alloc.
8240001,[M]Welfare expenses,CPWPDL,D LINE,0.24860061,Time alloc.
8240001,[M]Welfare expenses,CPWPLL,LONG LINE,0.0760709,Time alloc.
8240001OT,[M]Welfare expenses,CPAT01,AT-1,0.85344863,Time alloc.
8240001OT,[M]Welfare expenses,CPAT02,AT-2,0.51026609,Time alloc.
8240001OT,[M]Welfare expenses,CPAT03,AT-3,0.31259775,Time alloc.
8240001OT,[M]Welfare expenses,CPATIJ,AT Injection,0.07559291,Time alloc.
8240001OT,[M]Welfare expenses,CPBB01,BANBURY1,0.54028555,Time alloc.
8240001OT,[M]Welfare expenses,CPBB02,BANBURY2,0.39474189,Time alloc.
8240001OT,[M]Welfare expenses,CPBI01,Wiper Inspection,0.08571837,Time alloc.
8240001OT,[M]Welfare expenses,CPBI02,Wiper Side Cut,0.10108916,Time alloc.
8240001OT,[M]Welfare expenses,CPBI03,Wiper Center Cut,0.52245205,Time alloc.
8240001OT,[M]Welfare expenses,CPBIG1,Wiper Graphite1,0.00008387,Time alloc.
8240001OT,[M]Welfare expenses,CPBR01,Wiper Press,0.01172862,Time alloc.
8240001OT,[M]Welfare expenses,CPBR02,Wiper Chlorine,0.02400515,Time alloc.
8240001OT,[M]Welfare expenses,CPBRC1,Wiper CL1,0.35501452,Time alloc.
8240001OT,[M]Welfare expenses,CPBRCR,Wiper ChlorineMixing,0.00300387,Time alloc.
8240001OT,[M]Welfare expenses,CPBRCT,Wiper Rubber Cutting,0.05425009,Time alloc.
8240001OT,[M]Welfare expenses,CPBRK1,Wiper KN1,0.88134493,Time alloc.
8240001OT,[M]Welfare expenses,CPCL01,CALENDER1,0.81186126,Time alloc.
8240001OT,[M]Welfare expenses,CPCL02,CALENDER2,0.4280251,Time alloc.
8240001OT,[M]Welfare expenses,CPCL03,CALENDER3,0.70870319,Time alloc.
8240001OT,[M]Welfare expenses,CPGD01,GD1,0.00885977,Time alloc.
8240001OT,[M]Welfare expenses,CPKN01,KNEADER1,0.27182129,Time alloc.
8240001OT,[M]Welfare expenses,CPKN03,KNEADER3,0.22615858,Time alloc.
8240001OT,[M]Welfare expenses,CPKN04,KNEADER4,0.7421803,Time alloc.
8240001OT,[M]Welfare expenses,CPMT45,45 degrees,0.26287363,Time alloc.
8240001OT,[M]Welfare expenses,CPMT70,45 and 70 degrees,0.07973433,Time alloc.
8240001OT,[M]Welfare expenses,CPMTBJ,BUTT JOINT,0.18833708,Time alloc.
8240001OT,[M]Welfare expenses,CPMTBS,BIAS,0.26396735,Time alloc.
8240001OT,[M]Welfare expenses,CPMTDY,DYEING,0.01433381,Time alloc.
8240001OT,[M]Welfare expenses,CPMTLR,Liner rewinding,0.13253054,Time alloc.
8240001OT,[M]Welfare expenses,CPMTST,Slitter,0.00916295,Time alloc.
8240001OT,[M]Welfare expenses,CPMTSW,SEWING,0.08578526,Time alloc.
8240001OT,[M]Welfare expenses,CPRA01,RA1,0.24222135,Time alloc.
8240001OT,[M]Welfare expenses,CPRA02,RA2,0.38717693,Time alloc.
8240001OT,[M]Welfare expenses,CPRA03,RA3,0.61575442,Time alloc.
8240001OT,[M]Welfare expenses,CPRA04,RA4,0.37658726,Time alloc.
8240001OT,[M]Welfare expenses,CPRE01,RE1,0.38179638,Time alloc.
8240001OT,[M]Welfare expenses,CPRE02,RE2,0.77549101,Time alloc.
8240001OT,[M]Welfare expenses,CPRE03,RE3,0.47899477,Time alloc.
8240001OT,[M]Welfare expenses,CPRE04,RE4,0.65617568,Time alloc.
8240001OT,[M]Welfare expenses,CPRE05,RE5,0.45710799,Time alloc.
8240001OT,[M]Welfare expenses,CPSL01,Sunline1,0.74228023,Time alloc.
8240001OT,[M]Welfare expenses,CPSY01,Synchro 1,0.8302417,Time alloc.
8240001OT,[M]Welfare expenses,CPSY02,Synchro 2,0.93000212,Time alloc.
8240001OT,[M]Welfare expenses,CPSY03,Synchro 3,1.30577588,Time alloc.
8240001OT,[M]Welfare expenses,CPSY04,Synchro 4,0.01103164,Time alloc.
8240001OT,[M]Welfare expenses,CPWP01,WP1,0.44407316,Time alloc.
8240001OT,[M]Welfare expenses,CPWP02,WP2,0.59622153,Time alloc.
8240001OT,[M]Welfare expenses,CPWP03,WP3,0.78088974,Time alloc.
8240001OT,[M]Welfare expenses,CPWP04,WP4,0.8503617,Time alloc.
8240001OT,[M]Welfare expenses,CPWP06,WP6,0.99951022,Time alloc.
8240001OT,[M]Welfare expenses,CPWP07,WP7,0.94768807,Time alloc.
8240001OT,[M]Welfare expenses,CPWP08,WP8,0.57895594,Time alloc.
8240001OT,[M]Welfare expenses,CPWP09,WP9,0.7402163,Time alloc.
8240001OT,[M]Welfare expenses,CPWP10,WP10,0.38484298,Time alloc.
8240001OT,[M]Welfare expenses,CPWPAB,AIR BAG,0.73755492,Time alloc.
8240001OT,[M]Welfare expenses,CPWPDL,D LINE,1.36181692,Time alloc.
8240001OT,[M]Welfare expenses,CPWPLL,LONG LINE,0.45427159,Time alloc.
8240001WS,[M]Welfare expenses,CPAT01,AT-1,0.0548421,Time alloc.
8240001WS,[M]Welfare expenses,CPAT02,AT-2,0.05825897,Time alloc.
8240001WS,[M]Welfare expenses,CPAT03,AT-3,0.02921503,Time alloc.
8240001WS,[M]Welfare expenses,CPBB01,BANBURY1,0.08938619,Time alloc.
8240001WS,[M]Welfare expenses,CPBB02,BANBURY2,0.06530708,Time alloc.
8240001WS,[M]Welfare expenses,CPBI01,Wiper Inspection,0.00923872,Time alloc.
8240001WS,[M]Welfare expenses,CPBI02,Wiper Side Cut,0.01024256,Time alloc.
8240001WS,[M]Welfare expenses,CPBI03,Wiper Center Cut,0.00703857,Time alloc.
8240001WS,[M]Welfare expenses,CPBIG1,Wiper Graphite1,0.0001634,Time alloc.
8240001WS,[M]Welfare expenses,CPBR01,Wiper Press,0.00120376,Time alloc.
8240001WS,[M]Welfare expenses,CPBR02,Wiper Chlorine,0.00157968,Time alloc.
8240001WS,[M]Welfare expenses,CPCL01,CALENDER1,0.07537668,Time alloc.
8240001WS,[M]Welfare expenses,CPCL02,CALENDER2,0.03898847,Time alloc.
8240001WS,[M]Welfare expenses,CPCL03,CALENDER3,0.06455522,Time alloc.
8240001WS,[M]Welfare expenses,CPKN01,KNEADER1,0.02514342,Time alloc.
8240001WS,[M]Welfare expenses,CPKN03,KNEADER3,0.01986356,Time alloc.
8240001WS,[M]Welfare expenses,CPKN04,KNEADER4,0.06785682,Time alloc.
8240001WS,[M]Welfare expenses,CPMT45,45 degrees,0.02441694,Time alloc.
8240001WS,[M]Welfare expenses,CPMT70,45 and 70 degrees,0.00705873,Time alloc.
8240001WS,[M]Welfare expenses,CPMTBJ,BUTT JOINT,0.01756163,Time alloc.
8240001WS,[M]Welfare expenses,CPMTBS,BIAS,0.02441694,Time alloc.
8240001WS,[M]Welfare expenses,CPMTDY,DYEING,0.00128169,Time alloc.
8240001WS,[M]Welfare expenses,CPMTLR,Liner rewinding,0.01218665,Time alloc.
8240001WS,[M]Welfare expenses,CPMTST,Slitter,0.00085878,Time alloc.
8240001WS,[M]Welfare expenses,CPMTSW,SEWING,0.00887054,Time alloc.
8240001WS,[M]Welfare expenses,CPRA01,RA1,0.00688387,Time alloc.
8240001WS,[M]Welfare expenses,CPRA02,RA2,0.0126571,Time alloc.
8240001WS,[M]Welfare expenses,CPRA03,RA3,0.01481633,Time alloc.
8240001WS,[M]Welfare expenses,CPRA04,RA4,0.01884021,Time alloc.
8240001WS,[M]Welfare expenses,CPRE01,RE1,0.00579979,Time alloc.
8240001WS,[M]Welfare expenses,CPRE02,RE2,0.01851679,Time alloc.
8240001WS,[M]Welfare expenses,CPRE03,RE3,0.01418603,Time alloc.
8240001WS,[M]Welfare expenses,CPRE04,RE4,0.02324564,Time alloc.
8240001WS,[M]Welfare expenses,CPRE05,RE5,0.01485746,Time alloc.
8240001WS,[M]Welfare expenses,CPSL01,Sunline1,0.12532184,Time alloc.
8240001WS,[M]Welfare expenses,CPSY01,Synchro 1,0.09650036,Time alloc.
8240001WS,[M]Welfare expenses,CPSY02,Synchro 2,0.10134674,Time alloc.
8240001WS,[M]Welfare expenses,CPSY03,Synchro 3,0.15864263,Time alloc.
8240001WS,[M]Welfare expenses,CPSY04,Synchro 4,0.05719028,Time alloc.
8240001WS,[M]Welfare expenses,CPWP01,WP1,0.01525666,Time alloc.
8240001WS,[M]Welfare expenses,CPWP02,WP2,0.01390562,Time alloc.
8240001WS,[M]Welfare expenses,CPWP03,WP3,0.01896116,Time alloc.
8240001WS,[M]Welfare expenses,CPWP04,WP4,0.03111078,Time alloc.
8240001WS,[M]Welfare expenses,CPWP06,WP6,0.02850573,Time alloc.
8240001WS,[M]Welfare expenses,CPWP07,WP7,0.05750175,Time alloc.
8240001WS,[M]Welfare expenses,CPWP08,WP8,0.02966986,Time alloc.
8240001WS,[M]Welfare expenses,CPWP09,WP9,0.02132343,Time alloc.
8240001WS,[M]Welfare expenses,CPWP10,WP10,0.01592431,Time alloc.
8240001WS,[M]Welfare expenses,CPWPAB,AIR BAG,0.02563691,Time alloc.
8240001WS,[M]Welfare expenses,CPWPDL,D LINE,0.04247644,Time alloc.
8240001WS,[M]Welfare expenses,CPWPLL,LONG LINE,0.01604301,Time alloc.
8241001,[M]Safety expenses,CPCL02,CALENDER2,0.16747772,Time alloc.
8241001,[M]Safety expenses,CPRA03,RA3,0.37165492,Time alloc.
8241001,[M]Safety expenses,CPRE01,RE1,0.61006667,Time alloc.
8241001,[M]Safety expenses,CPRE03,RE3,0.30585818,Time alloc.
8241001,[M]Safety expenses,CPRE04,RE4,0.15255347,Time alloc.
8241001,[M]Safety expenses,CPRE05,RE5,0.304828,Time alloc.
8241001,[M]Safety expenses,CPSL01,Sunline1,1.47948555,Time alloc.
8241001,[M]Safety expenses,CPWP01,WP1,0.18749867,Time alloc.
8241001,[M]Safety expenses,CPWP02,WP2,0.26629802,Time alloc.
8241001,[M]Safety expenses,CPWP03,WP3,0.29851021,Time alloc.
8241001,[M]Safety expenses,CPWP04,WP4,0.02070599,Time alloc.
8241001,[M]Safety expenses,CPWP06,WP6,1.3847293,Time alloc.
8241001,[M]Safety expenses,CPWP07,WP7,0.30336409,Time alloc.
8241001,[M]Safety expenses,CPWP08,WP8,0.13618342,Time alloc.
8241001,[M]Safety expenses,CPWP09,WP9,0.6375663,Time alloc.
8241001,[M]Safety expenses,CPWP10,WP10,0.83406442,Time alloc.
8241001,[M]Safety expenses,CPWPAB,AIR BAG,0.40635328,Time alloc.
8241001,[M]Safety expenses,CPWPDL,D LINE,0.61700553,Time alloc.
8241001,[M]Safety expenses,CPWPLL,LONG LINE,0.14411002,Time alloc.
8241001OT,[M]Safety expenses,CPAT01,AT-1,0.38675588,Time alloc.
8241001OT,[M]Safety expenses,CPAT02,AT-2,0.19397941,Time alloc.
8241001OT,[M]Safety expenses,CPAT03,AT-3,0.13204471,Time alloc.
8241001OT,[M]Safety expenses,CPATIJ,AT Injection,0.04146926,Time alloc.
8241001OT,[M]Safety expenses,CPBB01,BANBURY1,0.28854388,Time alloc.
8241001OT,[M]Safety expenses,CPBB02,BANBURY2,0.21081511,Time alloc.
8241001OT,[M]Safety expenses,CPBI01,Wiper Inspection,0.04425284,Time alloc.
8241001OT,[M]Safety expenses,CPBI02,Wiper Side Cut,0.05253312,Time alloc.
8241001OT,[M]Safety expenses,CPBI03,Wiper Center Cut,0.28449474,Time alloc.
8241001OT,[M]Safety expenses,CPBR01,Wiper Press,0.00619682,Time alloc.
8241001OT,[M]Safety expenses,CPBR02,Wiper Chlorine,0.01288169,Time alloc.
8241001OT,[M]Safety expenses,CPBRC1,Wiper CL1,0.19475622,Time alloc.
8241001OT,[M]Safety expenses,CPBRCR,Wiper ChlorineMixing,0.00167228,Time alloc.
8241001OT,[M]Safety expenses,CPBRCT,Wiper Rubber Cutting,0.02976087,Time alloc.
8241001OT,[M]Safety expenses,CPBRK1,Wiper KN1,0.48340385,Time alloc.
8241001OT,[M]Safety expenses,CPCL01,CALENDER1,0.44518249,Time alloc.
8241001OT,[M]Safety expenses,CPCL02,CALENDER2,0.23525506,Time alloc.
8241001OT,[M]Safety expenses,CPCL03,CALENDER3,0.38952391,Time alloc.
8241001OT,[M]Safety expenses,CPGD01,GD1,0.00405484,Time alloc.
8241001OT,[M]Safety expenses,CPKN01,KNEADER1,0.14904815,Time alloc.
8241001OT,[M]Safety expenses,CPKN03,KNEADER3,0.12472664,Time alloc.
8241001OT,[M]Safety expenses,CPKN04,KNEADER4,0.40225536,Time alloc.
8241001OT,[M]Safety expenses,CPMT45,45 degrees,0.14420896,Time alloc.
8241001OT,[M]Safety expenses,CPMT70,45 and 70 degrees,0.04163908,Time alloc.
8241001OT,[M]Safety expenses,CPMTBJ,BUTT JOINT,0.10329497,Time alloc.
8241001OT,[M]Safety expenses,CPMTBS,BIAS,0.14474159,Time alloc.
8241001OT,[M]Safety expenses,CPMTDY,DYEING,0.00756062,Time alloc.
8241001OT,[M]Safety expenses,CPMTLR,Liner rewinding,0.07263711,Time alloc.
8241001OT,[M]Safety expenses,CPMTST,Slitter,0.00502431,Time alloc.
8241001OT,[M]Safety expenses,CPMTSW,SEWING,0.04647764,Time alloc.
8241001OT,[M]Safety expenses,CPRA01,RA1,0.11329873,Time alloc.
8241001OT,[M]Safety expenses,CPRA02,RA2,0.17620264,Time alloc.
8241001OT,[M]Safety expenses,CPRA03,RA3,0.29368995,Time alloc.
8241001OT,[M]Safety expenses,CPRA04,RA4,0.15063219,Time alloc.
8241001OT,[M]Safety expenses,CPRE01,RE1,0.19186679,Time alloc.
8241001OT,[M]Safety expenses,CPRE02,RE2,0.37345468,Time alloc.
8241001OT,[M]Safety expenses,CPRE03,RE3,0.21860692,Time alloc.
8241001OT,[M]Safety expenses,CPRE04,RE4,0.2229936,Time alloc.
8241001OT,[M]Safety expenses,CPRE05,RE5,0.20763133,Time alloc.
8241001OT,[M]Safety expenses,CPSL01,Sunline1,0.38421111,Time alloc.
8241001OT,[M]Safety expenses,CPSY01,Synchro 1,0.43716871,Time alloc.
8241001OT,[M]Safety expenses,CPSY02,Synchro 2,0.49083252,Time alloc.
8241001OT,[M]Safety expenses,CPSY03,Synchro 3,2.59797642,Time alloc.
8241001OT,[M]Safety expenses,CPSY04,Synchro 4,3.15879616,Time alloc.
8241001OT,[M]Safety expenses,CPWP01,WP1,0.17612075,Time alloc.
8241001OT,[M]Safety expenses,CPWP02,WP2,0.25452436,Time alloc.
8241001OT,[M]Safety expenses,CPWP03,WP3,0.32015064,Time alloc.
8241001OT,[M]Safety expenses,CPWP04,WP4,0.33578941,Time alloc.
8241001OT,[M]Safety expenses,CPWP06,WP6,0.40201147,Time alloc.
8241001OT,[M]Safety expenses,CPWP07,WP7,0.34116736,Time alloc.
8241001OT,[M]Safety expenses,CPWP08,WP8,0.2187287,Time alloc.
8241001OT,[M]Safety expenses,CPWP09,WP9,0.26836246,Time alloc.
8241001OT,[M]Safety expenses,CPWP10,WP10,0.14602002,Time alloc.
8241001OT,[M]Safety expenses,CPWPAB,AIR BAG,0.30307058,Time alloc.
8241001OT,[M]Safety expenses,CPWPDL,D LINE,0.54166977,Time alloc.
8241001OT,[M]Safety expenses,CPWPLL,LONG LINE,0.17957394,Time alloc.
8241001WS,[M]Safety expenses,CPRA01,RA1,0.01590623,Time alloc.
8241001WS,[M]Safety expenses,CPRA02,RA2,0.03244578,Time alloc.
8241001WS,[M]Safety expenses,CPRA03,RA3,0.04684152,Time alloc.
8241001WS,[M]Safety expenses,CPRA04,RA4,0.05729743,Time alloc.
8241001WS,[M]Safety expenses,CPRE01,RE1,0.01934553,Time alloc.
8241001WS,[M]Safety expenses,CPRE02,RE2,0.08313591,Time alloc.
8241001WS,[M]Safety expenses,CPRE03,RE3,0.04596096,Time alloc.
8241001WS,[M]Safety expenses,CPRE04,RE4,0.09255616,Time alloc.
8241001WS,[M]Safety expenses,CPRE05,RE5,0.0458273,Time alloc.
8241001WS,[M]Safety expenses,CPWP01,WP1,0.03412641,Time alloc.
8241001WS,[M]Safety expenses,CPWP02,WP2,0.03020769,Time alloc.
8241001WS,[M]Safety expenses,CPWP03,WP3,0.04141139,Time alloc.
8241001WS,[M]Safety expenses,CPWP04,WP4,0.06901269,Time alloc.
8241001WS,[M]Safety expenses,CPWP06,WP6,0.07005247,Time alloc.
8241001WS,[M]Safety expenses,CPWP07,WP7,0.13027401,Time alloc.
8241001WS,[M]Safety expenses,CPWP08,WP8,0.06726741,Time alloc.
8241001WS,[M]Safety expenses,CPWP09,WP9,0.04595415,Time alloc.
8241001WS,[M]Safety expenses,CPWP10,WP10,0.03527222,Time alloc.
8241001WS,[M]Safety expenses,CPWPAB,AIR BAG,0.04869796,Time alloc.
8241001WS,[M]Safety expenses,CPWPDL,D LINE,0.09614103,Time alloc.
8241001WS,[M]Safety expenses,CPWPLL,LONG LINE,0.03540851,Time alloc.
8260001,[M]Retirement allowance,CPAT01,AT-1,0.15844981,Time alloc.
8260001,[M]Retirement allowance,CPAT02,AT-2,0.08756569,Time alloc.
8260001,[M]Retirement allowance,CPAT03,AT-3,0.02893839,Time alloc.
8260001,[M]Retirement allowance,CPATIJ,AT Injection,0.00607096,Time alloc.
8260001,[M]Retirement allowance,CPBB01,BANBURY1,0.03787674,Time alloc.
8260001,[M]Retirement allowance,CPBB02,BANBURY2,-0.61202829,Time alloc.
8260001,[M]Retirement allowance,CPBI01,Wiper Inspection,-0.0080518,Time alloc.
8260001,[M]Retirement allowance,CPBI02,Wiper Side Cut,-0.04866258,Time alloc.
8260001,[M]Retirement allowance,CPBI03,Wiper Center Cut,0.07259594,Time alloc.
8260001,[M]Retirement allowance,CPBR01,Wiper Press,0.00233764,Time alloc.
8260001,[M]Retirement allowance,CPBR02,Wiper Chlorine,0.00177946,Time alloc.
8260001,[M]Retirement allowance,CPBRC1,Wiper CL1,0.03335705,Time alloc.
8260001,[M]Retirement allowance,CPBRCR,Wiper ChlorineMixing,-0.00469634,Time alloc.
8260001,[M]Retirement allowance,CPBRCT,Wiper Rubber Cutting,0.00635176,Time alloc.
8260001,[M]Retirement allowance,CPBRK1,Wiper KN1,0.15175362,Time alloc.
8260001,[M]Retirement allowance,CPCL01,CALENDER1,0.04472422,Time alloc.
8260001,[M]Retirement allowance,CPCL02,CALENDER2,-0.01983723,Time alloc.
8260001,[M]Retirement allowance,CPCL03,CALENDER3,-0.26961667,Time alloc.
8260001,[M]Retirement allowance,CPGD01,GD1,0.00112454,Time alloc.
8260001,[M]Retirement allowance,CPKN01,KNEADER1,0.06046246,Time alloc.
8260001,[M]Retirement allowance,CPKN03,KNEADER3,-0.08215347,Time alloc.
8260001,[M]Retirement allowance,CPKN04,KNEADER4,0.17200386,Time alloc.
8260001,[M]Retirement allowance,CPMT45,45 degrees,-0.1382758,Time alloc.
8260001,[M]Retirement allowance,CPMT70,45 and 70 degrees,0.00214381,Time alloc.
8260001,[M]Retirement allowance,CPMTBJ,BUTT JOINT,0.02439312,Time alloc.
8260001,[M]Retirement allowance,CPMTBS,BIAS,0.12565028,Time alloc.
8260001,[M]Retirement allowance,CPMTDY,DYEING,0.00087553,Time alloc.
8260001,[M]Retirement allowance,CPMTLR,Liner rewinding,-0.00204594,Time alloc.
8260001,[M]Retirement allowance,CPMTST,Slitter,0.0006283,Time alloc.
8260001,[M]Retirement allowance,CPMTSW,SEWING,0.12046884,Time alloc.
8260001,[M]Retirement allowance,CPRA01,RA1,0.04623143,Time alloc.
8260001,[M]Retirement allowance,CPRA02,RA2,-0.09151869,Time alloc.
8260001,[M]Retirement allowance,CPRA03,RA3,0.00867339,Time alloc.
8260001,[M]Retirement allowance,CPRA04,RA4,-0.08280614,Time alloc.
8260001,[M]Retirement allowance,CPRE01,RE1,0.03436093,Time alloc.
8260001,[M]Retirement allowance,CPRE02,RE2,-0.0918504,Time alloc.
8260001,[M]Retirement allowance,CPRE03,RE3,-0.76078541,Time alloc.
8260001,[M]Retirement allowance,CPRE04,RE4,-0.22023042,Time alloc.
8260001,[M]Retirement allowance,CPRE05,RE5,0.14209958,Time alloc.
8260001,[M]Retirement allowance,CPSL01,Sunline1,-0.14227707,Time alloc.
8260001,[M]Retirement allowance,CPSY01,Synchro 1,0.10604066,Time alloc.
8260001,[M]Retirement allowance,CPSY02,Synchro 2,0.01234435,Time alloc.
8260001,[M]Retirement allowance,CPSY03,Synchro 3,-5.62372123,Time alloc.
8260001,[M]Retirement allowance,CPSY04,Synchro 4,0.07944314,Time alloc.
8260001,[M]Retirement allowance,CPWP01,WP1,-0.14045514,Time alloc.
8260001,[M]Retirement allowance,CPWP02,WP2,-0.40722751,Time alloc.
8260001,[M]Retirement allowance,CPWP03,WP3,0.3561949,Time alloc.
8260001,[M]Retirement allowance,CPWP04,WP4,0.13744253,Time alloc.
8260001,[M]Retirement allowance,CPWP06,WP6,-0.70550277,Time alloc.
8260001,[M]Retirement allowance,CPWP07,WP7,0.10356653,Time alloc.
8260001,[M]Retirement allowance,CPWP08,WP8,-0.02099325,Time alloc.
8260001,[M]Retirement allowance,CPWP09,WP9,0.10388733,Time alloc.
8260001,[M]Retirement allowance,CPWP10,WP10,-1.50547004,Time alloc.
8260001,[M]Retirement allowance,CPWPAB,AIR BAG,1.35682214,Time alloc.
8260001,[M]Retirement allowance,CPWPDL,D LINE,-3.35955242,Time alloc.
8260001,[M]Retirement allowance,CPWPLL,LONG LINE,0.22701803,Time alloc.
8260001OT,[M]Retirement allowance,CPAT01,AT-1,0.46336063,Time alloc.
8260001OT,[M]Retirement allowance,CPAT02,AT-2,0.47167296,Time alloc.
8260001OT,[M]Retirement allowance,CPAT03,AT-3,0.21124078,Time alloc.
8260001OT,[M]Retirement allowance,CPATIJ,AT Injection,0.0022407,Time alloc.
8260001OT,[M]Retirement allowance,CPBB01,BANBURY1,0.04955017,Time alloc.
8260001OT,[M]Retirement allowance,CPBB02,BANBURY2,0.0362022,Time alloc.
8260001OT,[M]Retirement allowance,CPBI01,Wiper Inspection,0.00645476,Time alloc.
8260001OT,[M]Retirement allowance,CPBI02,Wiper Side Cut,0.00710014,Time alloc.
8260001OT,[M]Retirement allowance,CPBI03,Wiper Center Cut,0.01777899,Time alloc.
8260001OT,[M]Retirement allowance,CPBIG1,Wiper Graphite1,0.00007326,Time alloc.
8260001OT,[M]Retirement allowance,CPBR01,Wiper Press,0.00110869,Time alloc.
8260001OT,[M]Retirement allowance,CPBR02,Wiper Chlorine,0.00169805,Time alloc.
8260001OT,[M]Retirement allowance,CPBRC1,Wiper CL1,0.01052325,Time alloc.
8260001OT,[M]Retirement allowance,CPBRCR,Wiper ChlorineMixing,0.00007922,Time alloc.
8260001OT,[M]Retirement allowance,CPBRCT,Wiper Rubber Cutting,0.00160807,Time alloc.
8260001OT,[M]Retirement allowance,CPBRK1,Wiper KN1,0.02616091,Time alloc.
8260001OT,[M]Retirement allowance,CPCL01,CALENDER1,0.02487251,Time alloc.
8260001OT,[M]Retirement allowance,CPCL02,CALENDER2,0.01250775,Time alloc.
8260001OT,[M]Retirement allowance,CPCL03,CALENDER3,0.02070973,Time alloc.
8260001OT,[M]Retirement allowance,CPGD01,GD1,0.0046141,Time alloc.
8260001OT,[M]Retirement allowance,CPKN01,KNEADER1,0.00808519,Time alloc.
8260001OT,[M]Retirement allowance,CPKN03,KNEADER3,0.00643838,Time alloc.
8260001OT,[M]Retirement allowance,CPKN04,KNEADER4,0.04146242,Time alloc.
8260001OT,[M]Retirement allowance,CPMT45,45 degrees,0.00779203,Time alloc.
8260001OT,[M]Retirement allowance,CPMT70,45 and 70 degrees,0.01112508,Time alloc.
8260001OT,[M]Retirement allowance,CPMTBJ,BUTT JOINT,0.00559239,Time alloc.
8260001OT,[M]Retirement allowance,CPMTBS,BIAS,0.00785157,Time alloc.
8260001OT,[M]Retirement allowance,CPMTDY,DYEING,0.00168662,Time alloc.
8260001OT,[M]Retirement allowance,CPMTLR,Liner rewinding,0.00395556,Time alloc.
8260001OT,[M]Retirement allowance,CPMTST,Slitter,0.00027256,Time alloc.
8260001OT,[M]Retirement allowance,CPMTSW,SEWING,0.00277755,Time alloc.
8260001OT,[M]Retirement allowance,CPRA01,RA1,0.01559768,Time alloc.
8260001OT,[M]Retirement allowance,CPRA02,RA2,0.03311127,Time alloc.
8260001OT,[M]Retirement allowance,CPRA03,RA3,0.04352828,Time alloc.
8260001OT,[M]Retirement allowance,CPRA04,RA4,0.04707949,Time alloc.
8260001OT,[M]Retirement allowance,CPRE01,RE1,0.02342366,Time alloc.
8260001OT,[M]Retirement allowance,CPRE02,RE2,0.04202378,Time alloc.
8260001OT,[M]Retirement allowance,CPRE03,RE3,0.04774996,Time alloc.
8260001OT,[M]Retirement allowance,CPRE04,RE4,0.12650565,Time alloc.
8260001OT,[M]Retirement allowance,CPRE05,RE5,0.03578209,Time alloc.
8260001OT,[M]Retirement allowance,CPSL01,Sunline1,0.14084949,Time alloc.
8260001OT,[M]Retirement allowance,CPSY01,Synchro 1,0.07865328,Time alloc.
8260001OT,[M]Retirement allowance,CPSY02,Synchro 2,0.09081091,Time alloc.
8260001OT,[M]Retirement allowance,CPSY03,Synchro 3,0.10752208,Time alloc.
8260001OT,[M]Retirement allowance,CPSY04,Synchro 4,0.02301326,Time alloc.
8260001OT,[M]Retirement allowance,CPWP01,WP1,0.04466311,Time alloc.
8260001OT,[M]Retirement allowance,CPWP02,WP2,0.04509558,Time alloc.
8260001OT,[M]Retirement allowance,CPWP03,WP3,0.06085646,Time alloc.
8260001OT,[M]Retirement allowance,CPWP04,WP4,0.0917366,Time alloc.
8260001OT,[M]Retirement allowance,CPWP06,WP6,0.08579748,Time alloc.
8260001OT,[M]Retirement allowance,CPWP07,WP7,0.14332204,Time alloc.
8260001OT,[M]Retirement allowance,CPWP08,WP8,0.07290122,Time alloc.
8260001OT,[M]Retirement allowance,CPWP09,WP9,0.10913328,Time alloc.
8260001OT,[M]Retirement allowance,CPWP10,WP10,0.0451152,Time alloc.
8260001OT,[M]Retirement allowance,CPWPAB,AIR BAG,0.02357385,Time alloc.
8260001OT,[M]Retirement allowance,CPWPDL,D LINE,0.1227126,Time alloc.
8260001OT,[M]Retirement allowance,CPWPLL,LONG LINE,0.04641665,Time alloc.
8260001WS,[M]Retirement allowance,CPAT01,AT-1,-0.04119575,Time alloc.
8260001WS,[M]Retirement allowance,CPAT02,AT-2,-0.03749657,Time alloc.
8260001WS,[M]Retirement allowance,CPAT03,AT-3,-0.00054361,Time alloc.
8260001WS,[M]Retirement allowance,CPBB01,BANBURY1,0.06613424,Time alloc.
